Year,Month,Day,Hour,Minute,DHI,DNI,GHI,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Type,Dew Point,Solar Zenith Angle,Surface Albedo,Wind Speed,Relative Humidity,Temperature,Pressure
2017,1,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,1,123.98,0.109,5.1,85.43,4,1010
2017,1,1,1,0,0.0,0.0,0.0,0.0,0.0,0.0,Opaque Ice,2,135.06,0.109,5.2,90.6,4,1000
2017,1,1,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Opaque Ice,3,145.73,0.109,5.1,88.62,5,1000
2017,1,1,3,0,0.0,0.0,0.0,0.0,0.0,0.0,Opaque Ice,3,155.03,0.109,4.8,90.55,5,1000
2017,1,1,4,0,0.0,0.0,0.0,0.0,0.0,0.0,Opaque Ice,3,160.53,0.109,4.6,95.19,4,1000
2017,1,1,5,0,0.0,0.0,0.0,0.0,0.0,0.0,Opaque Ice,2,158.85,0.109,4.4,98.98,3,1000
2017,1,1,6,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,2,151.26,0.109,4.1,97.8,3,1000
2017,1,1,7,0,0.0,0.0,0.0,0.0,0.0,0.0,Opaque Ice,2,141.18,0.109,4.0,100.0,2,1000
2017,1,1,8,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,2,130.25,0.109,3.9,100.0,2,1000
2017,1,1,9,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,2,119.14,0.109,3.8,100.0,2,1000
2017,1,1,10,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,2,108.21,0.109,3.7,100.0,2,1000
2017,1,1,11,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,2,97.73,0.109,3.5,100.0,2,1010
2017,1,1,12,0,15.0,111.0,19.0,15.0,111.0,19.0,Probably Clear,1,88.0,0.109,3.4,99.16,2,1010
2017,1,1,13,0,54.0,521.0,150.0,54.0,521.0,150.0,Clear,1,79.4,0.109,3.4,99.9,2,1010
2017,1,1,14,0,68.0,722.0,286.0,68.0,722.0,286.0,Clear,2,72.38,0.109,3.9,93.99,3,1010
2017,1,1,15,0,,,,,,,,1,67.47,0.109,4.4,81.34,4,1010
2017,1,1,16,0,74.0,850.0,431.0,74.0,850.0,431.0,Clear,0,65.19,0.109,4.4,73.45,4,1010
2017,1,1,17,0,73.0,844.0,419.0,73.0,844.0,419.0,Clear,0,65.81,0.109,4.3,66.5,5,1010
2017,1,1,18,0,68.0,805.0,353.0,68.0,805.0,353.0,Clear,0,69.26,0.109,4.1,70.68,4,1010
2017,1,1,19,0,57.0,712.0,239.0,57.0,712.0,239.0,Clear,0,75.13,0.109,4.0,76.25,3,1010
2017,1,1,20,0,36.0,499.0,98.0,36.0,499.0,98.0,Probably Clear,0,82.88,0.109,3.8,83.83,2,1020
2017,1,1,21,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,0,92.02,0.109,3.6,90.5,1,1020
2017,1,1,22,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,0,102.1,0.109,3.4,96.57,0,1020
2017,1,1,23,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,0,112.8,0.109,3.3,94.32,0,1020
2017,1,2,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-1,123.84,0.109,3.1,91.78,0,1020
2017,1,2,1,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-1,134.92,0.109,3.0,89.05,0,1020
2017,1,2,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-2,145.59,0.109,2.9,86.34,0,1020
2017,1,2,3,0,0.0,0.0,0.0,0.0,0.0,0.0,Clear,-2,154.9,0.109,2.7,84.61,0,1020
2017,1,2,4,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-2,160.42,0.109,2.5,89.73,-1,1020
2017,1,2,5,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-2,158.81,0.109,2.3,82.62,0,1020
2017,1,2,6,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-2,151.27,0.109,2.0,81.8,0,1020
2017,1,2,7,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-2,141.21,0.109,1.8,81.08,0,1020
2017,1,2,8,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-3,130.29,0.109,1.6,79.4,0,1020
2017,1,2,9,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-3,119.18,0.109,1.5,76.33,0,1020
2017,1,2,10,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-3,108.24,0.109,1.6,76.36,0,1020
2017,1,2,11,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-3,97.75,0.109,1.7,77.37,0,1020
2017,1,2,12,0,,,,,,,,-2,88.01,0.109,1.6,80.9,0,1020
2017,1,2,13,0,,,,,,,,-1,79.39,0.109,1.4,75.38,2,1030
2017,1,2,14,0,,,,,,,,-1,72.34,0.109,1.5,70.7,3,1030
2017,1,2,15,0,154.0,268.0,257.0,67.0,823.0,384.0,Overlapping,-1,67.41,0.109,1.8,65.9,4,1020
2017,1,2,16,0,182.0,111.0,229.0,71.0,844.0,426.0,Overlapping,-1,65.1,0.109,1.9,63.48,5,1020
2017,1,2,17,0,169.0,52.0,190.0,70.0,832.0,413.0,Opaque Ice,0,65.7,0.109,2.0,66.06,5,1020
2017,1,2,18,0,,,,,,,,0,69.14,0.109,2.0,74.16,4,1020
2017,1,2,19,0,,,,,,,,0,74.99,0.109,2.0,85.15,3,1020
2017,1,2,20,0,,,,,,,,1,82.75,0.109,2.2,93.34,2,1020
2017,1,2,21,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,0,91.87,0.109,2.5,91.92,2,1020
2017,1,2,22,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,1,101.96,0.109,2.7,93.61,2,1020
2017,1,2,23,0,,,,,,,Overlapping,1,112.66,0.109,2.8,94.89,2,1020
2017,1,3,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,1,123.7,0.109,2.9,89.68,3,1020
2017,1,3,1,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,1,134.78,0.109,3.0,90.86,3,1020
2017,1,3,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,1,145.45,0.109,3.2,92.27,3,1020
2017,1,3,3,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,2,154.76,0.109,3.5,93.58,3,1020
2017,1,3,4,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,1,160.31,0.109,3.7,86.78,4,1020
2017,1,3,5,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,2,158.76,0.109,3.7,87.14,4,1020
2017,1,3,6,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,2,151.27,0.109,3.8,88.27,4,1020
2017,1,3,7,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,2,141.23,0.109,4.0,89.34,4,1020
2017,1,3,8,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,2,130.31,0.109,4.2,89.99,4,1020
2017,1,3,9,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,2,119.2,0.109,4.2,90.85,4,1020
2017,1,3,10,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,2,108.26,0.109,4.4,92.44,4,1010
2017,1,3,11,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,3,97.76,0.109,4.5,93.49,4,1010
2017,1,3,12,0,,,,,,,Overlapping,3,88.01,0.109,4.6,94.7,4,1010
2017,1,3,13,0,,,,,,,,3,79.37,0.109,4.8,96.37,4,1010
2017,1,3,14,0,,,,,,,,3,72.3,0.109,4.9,97.98,4,1010
2017,1,3,15,0,58.0,0.0,58.0,103.0,633.0,347.0,Overlapping,3,67.35,0.109,5.0,92.7,5,1010
2017,1,3,16,0,80.0,0.0,80.0,116.0,635.0,385.0,Opaque Ice,4,65.01,0.109,5.1,94.31,5,1010
2017,1,3,17,0,67.0,0.0,67.0,117.0,619.0,372.0,Opaque Ice,4,65.59,0.109,5.2,95.72,5,1010
2017,1,3,18,0,,,,,,,,4,69.01,0.109,5.2,97.64,5,1000
2017,1,3,19,0,,,,,,,,4,74.86,0.109,5.3,99.79,5,1000
2017,1,3,20,0,,,,,,,,4,82.6,0.109,5.4,100.0,5,1000
2017,1,3,21,0,0.0,0.0,0.0,0.0,0.0,0.0,Opaque Ice,5,91.73,0.109,5.7,97.09,6,1000
2017,1,3,22,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,5,101.81,0.109,5.8,99.42,6,1000
2017,1,3,23,0,,,,,,,Overlapping,6,112.52,0.109,5.3,100.0,6,990
2017,1,4,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,6,123.56,0.109,4.1,100.0,6,990
2017,1,4,1,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,6,134.63,0.109,2.5,100.0,6,990
2017,1,4,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,6,145.31,0.109,1.3,100.0,6,990
2017,1,4,3,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,6,154.62,0.109,1.0,100.0,6,990
2017,1,4,4,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,4,160.19,0.109,1.3,100.0,5,980
2017,1,4,5,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,4,158.71,0.109,1.7,100.0,5,980
2017,1,4,6,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,4,151.26,0.109,2.2,100.0,5,980
2017,1,4,7,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,4,141.24,0.109,2.5,100.0,4,980
2017,1,4,8,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,4,130.33,0.109,2.9,100.0,4,980
2017,1,4,9,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,2,119.23,0.109,3.0,100.0,3,980
2017,1,4,10,0,0.0,0.0,0.0,0.0,0.0,0.0,Water,2,108.28,0.109,3.0,100.0,3,990
2017,1,4,11,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,2,97.77,0.109,3.1,100.0,3,990
2017,1,4,12,0,15.0,127.0,20.0,15.0,127.0,20.0,Probably Clear,2,88.0,0.109,3.3,98.58,3,990
2017,1,4,13,0,,,,,,,,2,79.34,0.109,3.4,100.0,3,990
2017,1,4,14,0,,,,,,,,3,72.25,0.109,3.2,96.42,4,990
2017,1,4,15,0,70.0,787.0,374.0,70.0,787.0,374.0,Probably Clear,3,67.27,0.109,2.9,86.48,6,990
2017,1,4,16,0,149.0,6.0,152.0,78.0,797.0,416.0,Overlapping,4,64.91,0.109,2.7,83.57,7,990
2017,1,4,17,0,111.0,0.0,111.0,81.0,775.0,403.0,Overlapping,4,65.47,0.109,2.7,86.44,7,990
2017,1,4,18,0,,,,,,,,5,68.87,0.109,2.6,89.06,7,990
2017,1,4,19,0,,,,,,,,5,74.71,0.109,2.5,90.68,7,990
2017,1,4,20,0,39.0,446.0,97.0,39.0,446.0,97.0,Probably Clear,5,82.45,0.109,2.4,97.02,6,990
2017,1,4,21,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,4,91.58,0.109,2.5,100.0,4,990
2017,1,4,22,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,4,101.66,0.109,2.7,100.0,4,990
2017,1,4,23,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,4,112.37,0.109,2.8,100.0,4,990
2017,1,5,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,3,123.41,0.109,3.1,99.63,4,990
2017,1,5,1,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,2,134.49,0.109,3.6,100.0,3,990
2017,1,5,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,1,145.16,0.109,4.1,97.46,2,990
2017,1,5,3,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,0,154.47,0.109,4.3,92.19,1,990
2017,1,5,4,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-1,160.06,0.109,4.3,88.69,0,990
2017,1,5,5,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-2,158.64,0.109,4.1,82.82,0,990
2017,1,5,6,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-3,151.24,0.109,4.1,79.54,0,1000
2017,1,5,7,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-3,141.25,0.109,4.3,83.16,-1,1000
2017,1,5,8,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-3,130.35,0.109,4.4,80.4,-1,1000
2017,1,5,9,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-4,119.24,0.109,4.6,75.9,-1,1000
2017,1,5,10,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-5,108.29,0.109,4.7,71.8,-1,1000
2017,1,5,11,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-6,97.77,0.109,4.7,73.36,-2,1000
2017,1,5,12,0,16.0,221.0,24.0,16.0,221.0,24.0,Probably Clear,-6,87.99,0.109,4.8,65.2,-1,1000
2017,1,5,13,0,47.0,635.0,165.0,47.0,635.0,165.0,Probably Clear,-7,79.31,0.109,4.8,61.78,-1,1000
2017,1,5,14,0,,,,,,,,-8,72.2,0.109,4.5,54.26,0,1000
2017,1,5,15,0,87.0,661.0,343.0,70.0,852.0,400.0,Overlapping,-8,67.19,0.109,4.3,53.41,0,1000
2017,1,5,16,0,142.0,472.0,343.0,75.0,865.0,443.0,Super-Cooled Water,-8,64.81,0.109,4.0,53.54,0,1000
2017,1,5,17,0,170.0,285.0,289.0,77.0,842.0,428.0,Overlapping,-8,65.34,0.109,3.7,54.3,0,1000
2017,1,5,18,0,,,,,,,,-7,68.73,0.109,3.4,55.5,0,1000
2017,1,5,19,0,,,,,,,,-7,74.56,0.109,3.2,56.91,0,1000
2017,1,5,20,0,,,,,,,,-6,82.3,0.109,2.9,59.75,0,1000
2017,1,5,21,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-5,91.43,0.109,2.9,70.45,-1,1000
2017,1,5,22,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-5,101.51,0.109,2.9,71.98,-1,1000
2017,1,5,23,0,,,,,,,Overlapping,-5,112.22,0.109,2.9,73.01,-1,1010
2017,1,6,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-5,123.26,0.866,2.9,77.98,-2,1010
2017,1,6,1,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-5,134.33,0.866,3.0,78.38,-2,1010
2017,1,6,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-5,145.0,0.866,3.1,72.81,-1,1010
2017,1,6,3,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-5,154.31,0.866,3.0,73.44,-1,1010
2017,1,6,4,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-5,159.93,0.866,2.9,73.56,-1,1010
2017,1,6,5,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-5,158.57,0.866,2.9,73.84,-1,1010
2017,1,6,6,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-4,151.22,0.866,2.7,74.95,-1,1010
2017,1,6,7,0,0.0,0.0,0.0,0.0,0.0,0.0,Opaque Ice,-4,141.25,0.866,2.5,76.14,-1,1010
2017,1,6,8,0,0.0,0.0,0.0,0.0,0.0,0.0,Opaque Ice,-4,130.36,0.866,2.2,76.89,-1,1010
2017,1,6,9,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-4,119.25,0.866,1.9,76.92,-1,1010
2017,1,6,10,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-4,108.29,0.866,1.9,83.2,-2,1010
2017,1,6,11,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-4,97.76,0.866,1.8,82.92,-2,1010
2017,1,6,12,0,,,,,,,,-4,87.96,0.866,1.8,81.7,-2,1010
2017,1,6,13,0,,,,,,,,-4,79.27,0.866,2.0,74.69,-1,1010
2017,1,6,14,0,,,,,,,,-4,72.13,0.866,2.3,69.07,0,1010
2017,1,6,15,0,164.0,78.0,194.0,106.0,740.0,394.0,Super-Cooled Water,-5,67.1,0.866,2.5,68.08,0,1010
2017,1,6,16,0,187.0,151.0,251.0,107.0,788.0,444.0,Super-Cooled Water,-5,64.69,0.866,2.9,66.83,0,1010
2017,1,6,17,0,,,,,,,,-5,65.21,0.866,3.1,65.24,0,1010
2017,1,6,18,0,,,,,,,,-6,68.58,0.866,3.1,63.58,0,1010
2017,1,6,19,0,,,,,,,,-6,74.4,0.866,3.1,62.52,0,1010
2017,1,6,20,0,,,,,,,Super-Cooled Water,-6,82.14,0.866,3.1,62.27,0,1010
2017,1,6,21,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-6,91.27,0.866,3.1,68.1,-1,1010
2017,1,6,22,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-6,101.35,0.866,3.1,67.8,-1,1010
2017,1,6,23,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-6,112.06,0.866,3.2,67.03,-1,1010
2017,1,7,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-6,123.1,0.866,3.3,70.65,-2,1010
2017,1,7,1,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-6,134.18,0.866,3.4,69.25,-2,1010
2017,1,7,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-7,144.84,0.866,3.4,67.95,-2,1010
2017,1,7,3,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-7,154.15,0.866,3.2,71.15,-3,1010
2017,1,7,4,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-7,159.79,0.866,3.1,69.51,-3,1020
2017,1,7,5,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-7,158.49,0.866,3.1,68.75,-3,1020
2017,1,7,6,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-8,151.19,0.866,3.1,67.99,-4,1020
2017,1,7,7,0,0.0,0.0,0.0,0.0,0.0,0.0,Opaque Ice,-8,141.24,0.866,3.0,67.0,-3,1020
2017,1,7,8,0,0.0,0.0,0.0,0.0,0.0,0.0,Opaque Ice,-8,130.36,0.866,3.1,66.7,-3,1020
2017,1,7,9,0,0.0,0.0,0.0,0.0,0.0,0.0,Opaque Ice,-8,119.25,0.866,3.2,67.15,-3,1020
2017,1,7,10,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-8,108.29,0.866,3.1,67.85,-3,1020
2017,1,7,11,0,,,,,,,Opaque Ice,-7,97.75,0.866,2.9,69.0,-3,1020
2017,1,7,12,0,,,,,,,,-7,87.94,0.866,2.8,65.22,-2,1020
2017,1,7,13,0,,,,,,,,-7,79.22,0.866,2.9,68.03,-2,1020
2017,1,7,14,0,,,,,,,,-6,72.06,0.866,2.9,71.94,-2,1020
2017,1,7,15,0,61.0,0.0,61.0,95.0,773.0,397.0,Opaque Ice,-5,67.01,0.866,3.1,76.47,-2,1020
2017,1,7,16,0,45.0,0.0,45.0,108.0,781.0,443.0,Opaque Ice,-4,64.57,0.866,3.6,75.17,-1,1010
2017,1,7,17,0,52.0,0.0,52.0,113.0,754.0,431.0,Opaque Ice,-4,65.07,0.866,4.2,78.39,-1,1010
2017,1,7,18,0,41.0,0.0,41.0,109.0,686.0,362.0,Opaque Ice,-3,68.42,0.866,4.9,80.44,-2,1010
2017,1,7,19,0,,,,,,,,-3,74.24,0.866,5.4,87.81,-2,1010
2017,1,7,20,0,,,,,,,,-3,81.98,0.866,5.9,87.36,-2,1010
2017,1,7,21,0,0.0,0.0,0.0,0.0,0.0,0.0,Opaque Ice,-3,91.1,0.866,6.4,86.3,-2,1010
2017,1,7,22,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-4,101.19,0.866,6.9,84.02,-2,1010
2017,1,7,23,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-4,111.9,0.866,7.3,86.9,-3,1010
2017,1,8,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-5,122.95,0.866,7.2,83.32,-3,1010
2017,1,8,1,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-5,134.02,0.866,7.0,87.32,-4,1010
2017,1,8,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-6,144.68,0.866,6.9,85.77,-4,1010
2017,1,8,3,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-6,153.99,0.866,6.6,84.03,-4,1010
2017,1,8,4,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-6,159.64,0.866,6.3,88.75,-5,1010
2017,1,8,5,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-6,158.4,0.866,5.9,87.06,-5,1010
2017,1,8,6,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-7,151.16,0.866,5.5,84.62,-5,1010
2017,1,8,7,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-7,141.23,0.866,5.2,88.38,-6,1010
2017,1,8,8,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-8,130.36,0.866,5.0,84.02,-6,1010
2017,1,8,9,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-9,119.25,0.866,4.9,84.21,-7,1010
2017,1,8,10,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-10,108.28,0.866,4.6,84.73,-8,1010
2017,1,8,11,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-10,97.73,0.866,4.5,85.92,-9,1010
2017,1,8,12,0,,,,,,,,-11,87.9,0.866,4.4,75.71,-8,1010
2017,1,8,13,0,47.0,710.0,180.0,47.0,710.0,180.0,Probably Clear,-11,79.17,0.866,4.4,71.54,-7,1010
2017,1,8,14,0,65.0,851.0,328.0,65.0,851.0,328.0,Probably Clear,-10,71.99,0.866,4.4,68.33,-6,1010
2017,1,8,15,0,78.0,903.0,432.0,78.0,903.0,432.0,Probably Clear,-10,66.9,0.866,4.4,64.45,-5,1010
2017,1,8,16,0,85.0,919.0,481.0,85.0,919.0,481.0,Probably Clear,-10,64.44,0.866,4.4,65.79,-5,1010
2017,1,8,17,0,88.0,897.0,469.0,88.0,897.0,469.0,Probably Clear,-10,64.92,0.866,4.3,66.68,-5,1010
2017,1,8,18,0,83.0,847.0,397.0,83.0,847.0,397.0,Probably Clear,-10,68.26,0.866,4.1,67.38,-5,1010
2017,1,8,19,0,72.0,736.0,274.0,72.0,736.0,274.0,Probably Clear,-9,74.08,0.866,4.0,68.28,-5,1010
2017,1,8,20,0,47.0,512.0,120.0,47.0,512.0,120.0,Probably Clear,-9,81.81,0.866,3.8,68.82,-5,1020
2017,1,8,21,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-10,90.94,0.866,3.8,72.26,-6,1020
2017,1,8,22,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-10,101.03,0.866,3.9,71.54,-6,1020
2017,1,8,23,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-10,111.74,0.866,4.0,71.58,-6,1020
2017,1,9,0,0,,,,,,,Super-Cooled Water,-10,122.78,0.866,4.1,76.7,-7,1020
2017,1,9,1,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-10,133.86,0.866,4.3,76.21,-7,1020
2017,1,9,2,0,,,,,,,Super-Cooled Water,-10,144.52,0.866,4.4,82.42,-8,1020
2017,1,9,3,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-10,153.82,0.866,4.5,82.42,-8,1020
2017,1,9,4,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-10,159.49,0.866,4.6,80.3,-8,1020
2017,1,9,5,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-11,158.3,0.866,4.5,83.07,-9,1020
2017,1,9,6,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-11,151.11,0.866,4.5,79.7,-9,1030
2017,1,9,7,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-12,141.21,0.866,4.4,83.78,-10,1030
2017,1,9,8,0,,,,,,,Super-Cooled Water,-12,130.35,0.866,4.3,88.05,-11,1030
2017,1,9,9,0,,,,,,,Super-Cooled Water,-12,119.24,0.866,4.1,85.41,-11,1030
2017,1,9,10,0,0.0,0.0,0.0,0.0,0.0,0.0,Super-Cooled Water,-13,108.27,0.866,4.0,82.9,-11,1030
2017,1,9,11,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-13,97.71,0.866,3.8,87.84,-12,1030
2017,1,9,12,0,,,,,,,,-13,87.86,0.866,3.5,78.91,-11,1030
2017,1,9,13,0,,,,,,,,-13,79.11,0.866,3.1,74.25,-10,1030
2017,1,9,14,0,,,,,,,,-12,71.9,0.866,2.7,67.93,-8,1030
2017,1,9,15,0,99.0,609.0,339.0,84.0,877.0,429.0,Super-Cooled Water,-12,66.79,0.866,2.5,64.42,-7,1030
2017,1,9,16,0,116.0,599.0,375.0,94.0,885.0,478.0,Super-Cooled Water,-12,64.31,0.866,2.2,61.76,-6,1030
2017,1,9,17,0,90.0,692.0,385.0,99.0,860.0,465.0,Overlapping,-11,64.76,0.866,1.9,63.86,-6,1030
2017,1,9,18,0,,,,,,,Overlapping,-11,68.09,0.866,1.7,63.96,-6,1030
2017,1,9,19,0,,,,,,,,-11,73.9,0.866,1.7,65.51,-6,1030
2017,1,9,20,0,,,,,,,,-11,81.64,0.866,1.9,66.12,-6,1030
2017,1,9,21,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-11,90.76,0.866,2.2,70.9,-7,1030
2017,1,9,22,0,0.0,0.0,0.0,0.0,0.0,0.0,Overlapping,-11,100.86,0.866,2.5,72.82,-7,1030
2017,1,9,23,0,,,,,,,Probably Clear,-10,111.58,0.866,2.8,75.01,-7,1030
2017,1,10,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-10,122.62,0.866,3.0,77.1,-7,1030
2017,1,10,1,0,,,,,,,Probably Clear,-9,133.69,0.866,3.1,79.92,-7,1030
2017,1,10,2,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-9,144.35,0.866,3.1,83.32,-7,1030
2017,1,10,3,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-8,153.65,0.866,3.2,87.43,-7,1030
2017,1,10,4,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-8,159.32,0.866,3.2,85.68,-6,1030
2017,1,10,5,0,,,,,,,Super-Cooled Water,-7,158.2,0.866,3.2,89.51,-6,1030
2017,1,10,6,0,,,,,,,Probably Clear,-7,151.06,0.866,3.2,91.2,-6,1030
2017,1,10,7,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-7,141.19,0.866,3.1,91.36,-6,1030
2017,1,10,8,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-7,130.34,0.866,2.9,90.54,-6,1030
2017,1,10,9,0,0.0,0.0,0.0,0.0,0.0,0.0,Probably Clear,-7,119.23,0.866,2.7,94.81,-7,1030
